video_name,frame_number,face_id,x1,y1,x2,y2,confidence,class_id,is_face,original_video,class_name,object_class
segment_000,16,1,53,268,148,388,51.91085052490234,0,True,video_1,face,-1
segment_000,50,1,350,291,443,428,319.2017517089844,0,True,video_1,face,-1
segment_000,51,1,346,279,437,415,334.5744323730469,0,True,video_1,face,-1
segment_000,51,2,123,377,226,480,141.21632385253906,0,True,video_1,face,-1
segment_000,52,1,332,270,420,400,310.5799255371094,0,True,video_1,face,-1
segment_000,52,2,105,365,212,480,149.34791564941406,0,True,video_1,face,-1
segment_000,53,1,320,261,409,384,304.1073303222656,0,True,video_1,face,-1
segment_000,56,1,130,230,240,364,154.0125732421875,0,True,video_1,face,-1
segment_000,57,1,339,141,412,239,278.533447265625,0,True,video_1,face,-1
segment_000,57,2,134,216,245,355,153.87033081054688,0,True,video_1,face,-1
segment_000,58,1,354,157,419,247,261.48779296875,0,True,video_1,face,-1
segment_000,58,2,145,225,251,358,140.40570068359375,0,True,video_1,face,-1
segment_000,59,1,364,150,436,254,288.38970947265625,0,True,video_1,face,-1
segment_000,59,2,147,217,257,350,187.96923828125,0,True,video_1,face,-1
segment_000,60,1,163,220,263,343,187.3955993652344,0,True,video_1,face,-1
segment_000,61,1,166,233,259,352,187.9426422119141,0,True,video_1,face,-1
segment_000,62,1,350,203,418,301,302.7750244140625,0,True,video_1,face,-1
segment_000,62,2,145,235,246,367,175.07952880859375,0,True,video_1,face,-1
segment_000,63,1,143,230,247,357,173.5469512939453,0,True,video_1,face,-1
segment_000,64,1,140,233,244,356,170.22637939453125,0,True,video_1,face,-1
segment_000,65,1,138,235,245,363,168.49783325195312,0,True,video_1,face,-1
segment_000,66,1,339,213,402,295,222.2320098876953,0,True,video_1,face,-1
segment_000,66,2,142,237,243,359,164.86883544921875,0,True,video_1,face,-1
segment_000,67,1,344,217,408,296,205.6589813232422,0,True,video_1,face,-1
segment_000,67,2,146,238,246,363,171.8153839111328,0,True,video_1,face,-1
segment_000,68,1,346,206,408,288,236.995849609375,0,True,video_1,face,-1
segment_000,68,2,149,240,247,367,185.3202972412109,0,True,video_1,face,-1
segment_000,69,1,146,238,249,367,192.25830078125,0,True,video_1,face,-1
segment_000,70,1,348,185,417,285,242.4018402099609,0,True,video_1,face,-1
segment_000,70,2,151,242,253,366,179.0803680419922,0,True,video_1,face,-1
segment_000,71,1,350,188,421,282,310.213623046875,0,True,video_1,face,-1
segment_000,71,2,160,246,256,365,184.92355346679688,0,True,video_1,face,-1
segment_000,72,1,352,183,427,289,226.49899291992188,0,True,video_1,face,-1
segment_000,72,2,164,251,257,370,177.0685272216797,0,True,video_1,face,-1
segment_000,73,1,350,182,427,286,257.1152038574219,0,True,video_1,face,-1
segment_000,73,2,161,261,256,381,168.34515380859375,0,True,video_1,face,-1
segment_000,74,1,341,181,419,286,311.1923522949219,0,True,video_1,face,-1
segment_000,74,2,152,268,246,390,177.95997619628906,0,True,video_1,face,-1
segment_000,75,1,338,189,415,299,312.9737548828125,0,True,video_1,face,-1
segment_000,75,2,145,274,242,401,159.70059204101562,0,True,video_1,face,-1
segment_000,76,1,329,198,414,313,258.2833251953125,0,True,video_1,face,-1
segment_000,95,1,336,468,424,480,281.7457275390625,0,True,video_1,face,-1
segment_000,98,1,314,472,406,480,240.12701416015625,0,True,video_1,face,-1
segment_000,99,1,310,469,407,480,249.70724487304688,0,True,video_1,face,-1
segment_000,100,1,326,478,418,480,213.9896240234375,0,True,video_1,face,-1
segment_000,101,1,338,475,440,480,266.07830810546875,0,True,video_1,face,-1
segment_000,102,1,358,473,454,480,263.8502197265625,0,True,video_1,face,-1
segment_000,103,1,367,454,463,480,308.1185913085937,0,True,video_1,face,-1
segment_000,104,1,372,446,465,480,231.0844268798828,0,True,video_1,face,-1
segment_000,105,1,373,440,466,480,293.2342834472656,0,True,video_1,face,-1
segment_000,106,1,376,445,468,480,347.6216735839844,0,True,video_1,face,-1
segment_000,107,1,386,428,480,480,361.783447265625,0,True,video_1,face,-1
segment_000,107,2,412,190,457,232,234.7520294189453,0,True,video_1,face,-1
segment_000,108,1,398,427,501,480,347.5385437011719,0,True,video_1,face,-1
segment_000,109,1,422,421,521,480,371.4526977539063,0,True,video_1,face,-1
segment_000,110,1,422,419,516,480,373.4030456542969,0,True,video_1,face,-1
segment_000,111,1,405,418,508,480,357.0496520996094,0,True,video_1,face,-1
segment_000,112,1,399,420,497,480,326.633056640625,0,True,video_1,face,-1
segment_000,113,1,380,441,477,480,312.0898132324219,0,True,video_1,face,-1
segment_000,177,1,425,177,471,221,330.12261962890625,0,True,video_1,face,-1
segment_000,177,2,427,439,526,480,325.7469177246094,0,True,video_1,face,-1
segment_000,178,1,423,446,529,480,328.9117736816406,0,True,video_1,face,-1
segment_000,179,1,431,471,532,480,283.6397705078125,0,True,video_1,face,-1
segment_000,180,1,435,478,540,480,368.1653137207031,0,True,video_1,face,-1
segment_000,182,1,451,473,556,480,273.42535400390625,0,True,video_1,face,-1
segment_000,183,1,462,475,558,480,354.5536499023437,0,True,video_1,face,-1
segment_000,184,1,462,446,560,480,283.0641784667969,0,True,video_1,face,-1
segment_000,185,1,462,480,558,480,321.17236328125,0,True,video_1,face,-1
segment_000,235,1,408,474,487,480,241.192626953125,0,True,video_1,face,-1
segment_000,237,1,409,468,490,480,279.65203857421875,0,True,video_1,face,-1
segment_000,258,1,416,0,504,105,271.37652587890625,0,True,video_1,face,-1
segment_000,258,2,228,44,300,137,144.16372680664062,0,True,video_1,face,-1
segment_000,259,1,438,0,522,104,317.9591979980469,0,True,video_1,face,-1
segment_000,259,2,248,15,324,121,234.71849060058597,0,True,video_1,face,-1
segment_000,260,1,447,0,531,100,334.2642517089844,0,True,video_1,face,-1
segment_000,261,1,431,0,511,111,323.9822082519531,0,True,video_1,face,-1
segment_000,266,1,208,128,278,219,188.42034912109372,0,True,video_1,face,-1
segment_000,267,1,192,142,261,231,179.4742889404297,0,True,video_1,face,-1
segment_000,268,1,166,141,254,244,170.5331573486328,0,True,video_1,face,-1
segment_000,269,1,167,150,247,251,169.25396728515625,0,True,video_1,face,-1
segment_000,270,1,166,151,247,254,172.92396545410156,0,True,video_1,face,-1
segment_000,271,1,168,151,250,251,187.72848510742188,0,True,video_1,face,-1
segment_000,272,1,178,150,259,252,191.71371459960935,0,True,video_1,face,-1
segment_000,273,1,194,153,271,251,196.22409057617188,0,True,video_1,face,-1
segment_000,274,1,210,156,282,249,200.65904235839844,0,True,video_1,face,-1
segment_000,278,1,429,86,502,193,330.3584289550781,0,True,video_1,face,-1
segment_000,279,1,442,73,518,187,373.8653259277344,0,True,video_1,face,-1
segment_000,279,2,293,142,354,226,209.0284118652344,0,True,video_1,face,-1
segment_000,280,1,452,69,527,174,371.491943359375,0,True,video_1,face,-1
segment_000,281,1,465,57,541,164,365.1820373535156,0,True,video_1,face,-1
segment_000,285,1,501,70,582,186,402.3782653808594,0,True,video_1,face,-1
segment_000,298,1,195,232,272,332,209.21241760253903,0,True,video_1,face,-1
segment_000,299,1,206,234,278,336,199.4089508056641,0,True,video_1,face,-1
segment_000,299,2,357,200,413,273,193.6023712158203,0,True,video_1,face,-1
segment_000,300,1,362,195,421,280,224.8048095703125,0,True,video_1,face,-1
segment_000,300,2,210,235,282,334,137.77088928222656,0,True,video_1,face,-1
segment_000,301,1,363,195,422,282,309.3212585449219,0,True,video_1,face,-1
segment_000,301,2,212,233,284,336,185.30406188964844,0,True,video_1,face,-1
segment_000,302,1,363,196,423,273,230.12625122070312,0,True,video_1,face,-1
segment_000,304,1,369,209,427,281,239.3792724609375,0,True,video_1,face,-1
segment_000,305,1,209,243,287,351,160.74732971191406,0,True,video_1,face,-1
segment_000,306,1,364,210,426,297,290.7275390625,0,True,video_1,face,-1
segment_000,306,2,208,250,286,353,181.8722381591797,0,True,video_1,face,-1
segment_000,307,1,363,213,420,291,320.9555969238281,0,True,video_1,face,-1
segment_000,308,1,363,212,414,284,328.0737609863281,0,True,video_1,face,-1
segment_000,308,2,207,242,284,338,142.23397827148438,0,True,video_1,face,-1
segment_000,309,1,360,210,413,283,309.7518005371094,0,True,video_1,face,-1
segment_000,310,1,362,208,414,277,298.6636047363281,0,True,video_1,face,-1
segment_000,310,2,212,241,288,339,135.4439697265625,0,True,video_1,face,-1
segment_000,311,1,368,205,427,287,308.06695556640625,0,True,video_1,face,-1
segment_000,311,2,222,242,295,342,139.52755737304688,0,True,video_1,face,-1
segment_000,312,1,385,203,450,293,345.0893249511719,0,True,video_1,face,-1
segment_000,312,2,245,244,309,337,207.6239471435547,0,True,video_1,face,-1
segment_000,313,1,402,199,469,290,352.8002014160156,0,True,video_1,face,-1
segment_000,313,2,260,247,321,328,228.3654327392578,0,True,video_1,face,-1
segment_000,314,1,421,194,492,296,358.3965759277344,0,True,video_1,face,-1
segment_000,314,2,274,246,336,325,242.85321044921875,0,True,video_1,face,-1
segment_000,315,1,439,192,512,301,280.1537475585937,0,True,video_1,face,-1
segment_000,315,2,288,244,349,329,212.27828979492188,0,True,video_1,face,-1
segment_000,316,1,449,196,525,299,292.9201354980469,0,True,video_1,face,-1
segment_000,316,2,293,246,355,330,256.23193359375,0,True,video_1,face,-1
segment_000,317,1,292,248,359,335,257.3499450683594,0,True,video_1,face,-1
segment_000,318,1,379,0,437,53,231.4329071044922,0,True,video_1,face,-1
segment_000,318,2,298,261,357,337,182.3931427001953,0,True,video_1,face,-1
segment_000,319,1,300,263,360,345,225.9755401611328,0,True,video_1,face,-1
segment_000,321,1,464,259,535,368,272.8968811035156,0,True,video_1,face,-1
segment_000,324,1,196,163,267,236,126.1430206298828,0,True,video_1,face,-1
segment_000,346,1,208,378,286,480,192.0880889892578,0,True,video_1,face,-1
segment_000,347,1,229,386,309,480,220.7476959228516,0,True,video_1,face,-1
segment_000,348,1,439,447,487,480,378.87591552734375,0,True,video_1,face,-1
segment_000,348,2,226,373,304,480,219.6484832763672,0,True,video_1,face,-1
segment_000,349,1,218,365,299,480,166.814697265625,0,True,video_1,face,-1
segment_000,350,1,425,450,477,480,238.235107421875,0,True,video_1,face,-1
segment_000,350,2,206,364,285,480,185.0980529785156,0,True,video_1,face,-1
segment_000,351,1,202,375,281,480,200.01052856445312,0,True,video_1,face,-1
segment_000,352,1,204,377,278,480,205.4292907714844,0,True,video_1,face,-1
segment_000,359,1,411,193,455,250,287.9212951660156,0,True,video_1,face,-1
segment_000,360,1,411,178,455,235,340.5218811035156,0,True,video_1,face,-1
segment_000,361,1,412,166,457,223,371.2715148925781,0,True,video_1,face,-1
segment_000,362,1,423,173,472,233,234.16400146484372,0,True,video_1,face,-1
segment_000,368,1,294,157,341,217,229.64840698242188,0,True,video_1,face,-1
segment_000,369,1,422,157,464,209,293.3531188964844,0,True,video_1,face,-1
segment_000,384,1,229,102,282,172,155.15089416503906,0,True,video_1,face,-1
segment_000,409,1,13,370,100,464,23.677095413208008,0,True,video_1,face,-1
segment_000,410,1,27,345,117,446,37.58637619018555,0,True,video_1,face,-1
segment_000,415,1,212,387,293,480,161.05673217773438,0,True,video_1,face,-1
segment_000,416,1,216,380,298,480,199.12176513671875,0,True,video_1,face,-1
segment_000,417,1,217,381,304,480,181.8310394287109,0,True,video_1,face,-1
segment_000,425,1,386,122,435,185,223.5985870361328,0,True,video_1,face,-1
segment_000,427,1,326,96,364,153,183.99679565429688,0,True,video_1,face,-1
segment_000,435,1,461,7,639,432,349.506103515625,0,True,video_1,face,-1
segment_000,450,1,2,21,71,100,5.891170978546143,0,True,video_1,face,-1
segment_000,455,1,406,91,448,146,260.0604553222656,0,True,video_1,face,-1
segment_000,459,1,408,154,446,202,228.5958709716797,0,True,video_1,face,-1
segment_000,459,2,290,148,337,210,189.1829376220703,0,True,video_1,face,-1
segment_000,461,1,288,162,335,221,229.16722106933597,0,True,video_1,face,-1
segment_000,462,1,295,154,340,220,201.05311584472656,0,True,video_1,face,-1
segment_000,463,1,300,151,351,215,228.0306396484375,0,True,video_1,face,-1
segment_000,464,1,313,140,360,207,240.36605834960935,0,True,video_1,face,-1
segment_000,465,1,321,132,368,199,248.0372314453125,0,True,video_1,face,-1
segment_000,467,1,330,123,371,177,202.9583282470703,0,True,video_1,face,-1
segment_000,486,1,387,210,443,295,323.8053283691406,0,True,video_1,face,-1
segment_000,486,2,0,0,103,167,4.877694606781006,0,True,video_1,face,-1
segment_000,487,1,579,251,640,339,515.5923461914062,0,True,video_1,face,-1
segment_000,487,2,398,227,456,308,349.0159606933594,0,True,video_1,face,-1
segment_000,488,1,580,253,640,341,526.7595825195312,0,True,video_1,face,-1
segment_000,488,2,399,231,460,317,358.36871337890625,0,True,video_1,face,-1
segment_000,489,1,587,258,640,343,478.3444519042969,0,True,video_1,face,-1
segment_000,489,2,402,236,466,325,365.2265625,0,True,video_1,face,-1
segment_000,490,1,408,238,469,320,379.12054443359375,0,True,video_1,face,-1
segment_000,491,1,407,226,472,309,237.9044952392578,0,True,video_1,face,-1
segment_000,504,1,454,330,514,424,371.9234008789063,0,True,video_1,face,-1
segment_000,505,1,445,320,517,426,405.68109130859375,0,True,video_1,face,-1
segment_000,506,1,452,317,528,427,443.3511352539063,0,True,video_1,face,-1
segment_000,507,1,462,324,537,433,447.68756103515625,0,True,video_1,face,-1
segment_000,508,1,477,338,552,447,437.3472900390625,0,True,video_1,face,-1
segment_000,509,1,490,350,562,460,465.3775939941406,0,True,video_1,face,-1
segment_000,510,1,499,353,573,471,446.1434631347656,0,True,video_1,face,-1
segment_000,511,1,498,350,578,473,444.9646301269531,0,True,video_1,face,-1
segment_000,514,1,480,341,554,457,434.8956298828125,0,True,video_1,face,-1
segment_000,515,1,482,336,557,448,450.3456726074219,0,True,video_1,face,-1
segment_000,516,1,483,327,558,445,439.07330322265625,0,True,video_1,face,-1
segment_000,517,1,478,323,553,440,443.9141845703125,0,True,video_1,face,-1
segment_000,518,1,476,321,551,438,446.8960571289063,0,True,video_1,face,-1
segment_000,519,1,474,321,548,436,438.6362915039063,0,True,video_1,face,-1
segment_000,520,1,471,311,543,429,414.2579956054688,0,True,video_1,face,-1
segment_000,521,1,463,316,534,421,415.53662109375,0,True,video_1,face,-1
segment_000,522,1,462,308,531,419,408.9095153808594,0,True,video_1,face,-1
segment_000,523,1,462,311,531,419,410.13275146484375,0,True,video_1,face,-1
segment_000,524,1,467,318,536,429,415.5705261230469,0,True,video_1,face,-1
segment_000,525,1,462,329,533,437,396.67822265625,0,True,video_1,face,-1
segment_000,526,1,451,338,527,457,390.0603637695313,0,True,video_1,face,-1
segment_000,527,1,462,357,540,480,315.5699157714844,0,True,video_1,face,-1
segment_000,546,1,497,113,552,182,297.2581481933594,0,True,video_1,face,-1
segment_000,608,1,250,0,424,60,204.63458251953125,0,True,video_1,face,-1
segment_000,613,1,244,0,407,35,223.9511260986328,0,True,video_1,face,-1
segment_000,617,1,549,296,639,453,312.0526733398437,0,True,video_1,face,-1
segment_000,626,1,199,0,264,3,153.57167053222656,0,True,video_1,face,-1
segment_000,637,1,176,0,245,33,100.68976593017578,0,True,video_1,face,-1
segment_001,16,1,204,0,254,38,145.6559600830078,0,True,video_1,face,-1
segment_001,18,1,210,0,272,33,131.00625610351562,0,True,video_1,face,-1
segment_001,19,1,220,0,322,58,148.0935821533203,0,True,video_1,face,-1
segment_001,21,1,244,0,316,58,163.45791625976562,0,True,video_1,face,-1
segment_001,28,1,274,0,348,39,181.2718048095703,0,True,video_1,face,-1
segment_001,31,1,312,0,365,36,189.5577392578125,0,True,video_1,face,-1
segment_001,32,1,320,0,378,32,233.28244018554688,0,True,video_1,face,-1
segment_001,34,1,334,0,389,34,282.7664489746094,0,True,video_1,face,-1
segment_001,35,1,344,0,396,27,273.5716857910156,0,True,video_1,face,-1
segment_001,36,1,494,0,549,0,426.91607666015625,0,True,video_1,face,-1
segment_001,36,2,351,0,405,18,279.5579528808594,0,True,video_1,face,-1
segment_001,43,1,338,281,504,456,255.47218322753903,0,True,video_1,face,-1
segment_001,78,1,333,0,524,0,244.8358612060547,0,True,video_1,face,-1
segment_001,79,1,367,0,496,0,242.3390655517578,0,True,video_1,face,-1
segment_001,81,1,380,0,497,0,254.8505401611328,0,True,video_1,face,-1
segment_001,81,2,32,0,143,2,27.03842163085937,0,True,video_1,face,-1
segment_001,82,1,385,0,516,0,237.9185333251953,0,True,video_1,face,-1
segment_001,85,1,389,0,449,37,285.98590087890625,0,True,video_1,face,-1
segment_001,105,1,478,339,556,448,286.8907165527344,0,True,video_1,face,-1
segment_001,106,1,483,348,561,459,296.3328857421875,0,True,video_1,face,-1
segment_001,162,1,503,384,615,480,310.8329162597656,0,True,video_1,face,-1
segment_001,162,2,395,0,467,0,237.06944274902344,0,True,video_1,face,-1
segment_001,163,1,528,354,623,480,435.89788818359375,0,True,video_1,face,-1
segment_001,164,1,544,341,636,479,465.3409423828125,0,True,video_1,face,-1
segment_001,169,1,341,0,380,0,233.7645263671875,0,True,video_1,face,-1
segment_001,253,1,379,329,483,480,332.6161804199219,0,True,video_1,face,-1
segment_001,254,1,376,311,479,480,294.4467468261719,0,True,video_1,face,-1
segment_001,255,1,362,292,472,480,264.7325744628906,0,True,video_1,face,-1
segment_001,269,1,386,371,510,480,323.7356262207031,0,True,video_1,face,-1
segment_001,270,1,418,409,540,480,262.308349609375,0,True,video_1,face,-1
segment_001,271,1,444,392,567,480,406.35845947265625,0,True,video_1,face,-1
segment_001,272,1,448,386,568,480,408.735595703125,0,True,video_1,face,-1
segment_001,273,1,446,382,561,480,435.2487487792969,0,True,video_1,face,-1
segment_001,274,1,436,384,551,480,397.2716064453125,0,True,video_1,face,-1
segment_001,275,1,408,415,522,480,295.6199035644531,0,True,video_1,face,-1
segment_001,329,1,320,407,424,480,221.796142578125,0,True,video_1,face,-1
segment_001,330,1,324,405,426,480,220.4454803466797,0,True,video_1,face,-1
segment_001,336,1,378,271,482,417,257.3495483398437,0,True,video_1,face,-1
segment_001,337,1,391,253,483,392,318.7558898925781,0,True,video_1,face,-1
segment_001,338,1,398,248,491,390,285.17889404296875,0,True,video_1,face,-1
segment_001,340,1,390,256,479,383,304.8038024902344,0,True,video_1,face,-1
segment_001,342,1,377,259,467,389,272.1036071777344,0,True,video_1,face,-1
segment_001,343,1,375,266,463,405,297.153076171875,0,True,video_1,face,-1
segment_001,344,1,376,266,468,406,331.7529296875,0,True,video_1,face,-1
segment_001,345,1,378,253,487,392,302.6023254394531,0,True,video_1,face,-1
segment_001,374,1,160,0,235,28,131.041015625,0,True,video_1,face,-1
segment_001,379,1,474,378,599,480,338.5912170410156,0,True,video_1,face,-1
segment_001,381,1,470,325,592,480,373.7032470703125,0,True,video_1,face,-1
segment_001,382,1,456,322,572,480,411.9708251953125,0,True,video_1,face,-1
segment_001,383,1,454,317,564,480,364.0387878417969,0,True,video_1,face,-1
segment_001,384,1,452,298,563,475,402.4555969238281,0,True,video_1,face,-1
segment_001,385,1,448,292,555,458,420.4826354980469,0,True,video_1,face,-1
segment_001,386,1,450,278,558,446,401.8003234863281,0,True,video_1,face,-1
segment_001,387,1,450,269,557,437,417.1842041015625,0,True,video_1,face,-1
segment_001,388,1,447,267,560,432,374.5512390136719,0,True,video_1,face,-1
segment_001,389,1,446,266,556,424,317.80133056640625,0,True,video_1,face,-1
segment_001,390,1,452,274,559,424,404.2904968261719,0,True,video_1,face,-1
segment_001,391,1,462,283,568,432,410.1793518066406,0,True,video_1,face,-1
segment_001,392,1,474,284,590,436,375.5477294921875,0,True,video_1,face,-1
segment_001,394,1,511,296,624,452,339.66558837890625,0,True,video_1,face,-1
segment_001,397,1,514,293,632,463,336.6587829589844,0,True,video_1,face,-1
segment_001,398,1,492,307,604,463,370.6415710449219,0,True,video_1,face,-1
segment_001,398,2,104,52,142,94,57.56022644042969,0,True,video_1,face,-1
segment_001,399,1,480,305,590,466,379.263671875,0,True,video_1,face,-1
segment_001,401,1,472,309,586,468,282.7215881347656,0,True,video_1,face,-1
segment_001,403,1,269,15,310,62,169.5270538330078,0,True,video_1,face,-1
segment_001,403,2,72,61,111,103,41.28483200073242,0,True,video_1,face,-1
segment_001,404,1,69,62,109,104,47.25055313110352,0,True,video_1,face,-1
segment_001,407,1,484,322,598,480,350.80426025390625,0,True,video_1,face,-1
segment_001,408,1,483,307,601,471,417.2705993652344,0,True,video_1,face,-1
segment_001,409,1,485,307,613,476,350.91265869140625,0,True,video_1,face,-1
segment_001,411,1,359,32,432,108,197.7931671142578,0,True,video_1,face,-1
segment_001,428,1,462,310,605,480,312.4072265625,0,True,video_1,face,-1
segment_001,429,1,468,326,596,480,406.999267578125,0,True,video_1,face,-1
segment_001,430,1,449,330,568,480,374.62103271484375,0,True,video_1,face,-1
segment_001,431,1,433,343,543,480,334.45294189453125,0,True,video_1,face,-1
segment_001,432,1,408,346,512,480,320.7654113769531,0,True,video_1,face,-1
segment_001,433,1,386,344,486,480,321.8008117675781,0,True,video_1,face,-1
segment_001,435,1,358,348,452,480,292.4679260253906,0,True,video_1,face,-1
segment_001,454,1,442,426,535,480,354.2233581542969,0,True,video_1,face,-1
segment_001,455,1,449,422,541,480,393.2005615234375,0,True,video_1,face,-1
segment_001,457,1,458,418,549,480,365.94427490234375,0,True,video_1,face,-1
segment_001,458,1,471,406,563,480,424.2592468261719,0,True,video_1,face,-1
segment_001,459,1,489,399,586,480,395.7732849121094,0,True,video_1,face,-1
segment_001,460,1,493,383,592,480,370.2215270996094,0,True,video_1,face,-1
segment_001,461,1,481,385,584,480,406.678955078125,0,True,video_1,face,-1
segment_001,461,2,331,0,396,0,200.83078002929688,0,True,video_1,face,-1
segment_001,462,1,488,393,585,480,382.91497802734375,0,True,video_1,face,-1
segment_001,463,1,498,397,594,480,359.3116760253906,0,True,video_1,face,-1
segment_001,464,1,504,395,600,480,377.01995849609375,0,True,video_1,face,-1
segment_001,465,1,499,387,601,480,433.7590942382813,0,True,video_1,face,-1
segment_001,465,2,327,0,394,0,178.4602813720703,0,True,video_1,face,-1
segment_001,466,1,512,392,608,480,447.8717346191406,0,True,video_1,face,-1
segment_001,467,1,517,398,622,480,304.6343688964844,0,True,video_1,face,-1
segment_001,468,1,523,397,621,480,404.13909912109375,0,True,video_1,face,-1
segment_001,469,1,509,389,607,480,335.3632507324219,0,True,video_1,face,-1
segment_001,477,1,569,90,616,159,303.0008850097656,0,True,video_1,face,-1
segment_001,477,2,402,399,485,480,231.55470275878903,0,True,video_1,face,-1
segment_001,478,1,401,408,486,480,312.9419250488281,0,True,video_1,face,-1
segment_001,479,1,570,106,618,174,353.3629150390625,0,True,video_1,face,-1
segment_001,481,1,373,448,458,480,270.6021728515625,0,True,video_1,face,-1
segment_001,482,1,373,437,459,480,245.5802154541016,0,True,video_1,face,-1
segment_001,483,1,387,429,474,480,276.0646667480469,0,True,video_1,face,-1
segment_001,484,1,399,422,493,480,270.0891418457031,0,True,video_1,face,-1
segment_001,485,1,417,422,507,480,294.5911865234375,0,True,video_1,face,-1
segment_001,497,1,496,446,596,480,305.3487854003906,0,True,video_1,face,-1
segment_001,498,1,486,435,581,480,263.85723876953125,0,True,video_1,face,-1
segment_001,499,1,474,433,570,480,264.6554260253906,0,True,video_1,face,-1
segment_001,502,1,474,434,564,480,311.017333984375,0,True,video_1,face,-1
segment_001,511,1,0,0,126,141,11.892149925231934,0,True,video_1,face,-1
segment_001,542,1,208,0,414,4,152.36868286132812,0,True,video_1,face,-1
segment_001,564,1,144,0,285,87,127.7563705444336,0,True,video_1,face,-1
